"Operador","Año","Mes","Servicio","Categoría","Bloque","Tipo Conexión","Servicios Autorizados","Conexiones","Unidades","Consumo","Importe","Importe Cargo Fijo"
"AyA","2020","Diciembre","Alcantarillado","Domiciliar","61-80","Medido","","350","359","25393","23229676","434748.22"
"AyA","2020","Diciembre","Alcantarillado","Domiciliar","81-100","Medido","","94","94","8841","9995093","113833.8"
"AyA","2020","Diciembre","Alcantarillado","Domiciliar","101-120","Medido","","45","45","5055","6389454","54494.9"
"AyA","2020","Diciembre","Alcantarillado","Domiciliar","121 y mas","Medido","","71","77","115172","219096099","93246.83"
"AyA","2020","Diciembre","Alcantarillado","Domiciliar"," ","Medido","","650","735","","7227420","2861.79"
"AyA","2020","Diciembre","Alcantarillado","Empresarial","0-15","Medido","","20562","20567","84322","129414306","25241174.14"
"AyA","2020","Diciembre","Alcantarillado","Empresarial","16-25","Medido","","2479","2479","49361","79640282","3042391.73"
"AyA","2020","Diciembre","Alcantarillado","Empresarial","26-40","Medido","","1610","1610","51796","88076086","1975897.82"
"AyA","2020","Diciembre","Alcantarillado","Empresarial","41-60","Medido","","914","914","44431","78083370","1121720.87"
"AyA","2020","Diciembre","Alcantarillado","Empresarial","61-80","Medido","","413","413","28889","51601700","506860.74"
"AyA","2020","Diciembre","Alcantarillado","Empresarial","81-100","Medido","","247","247","22325","40271483","303134.63"
"AyA","2020","Diciembre","Alcantarillado","Empresarial","101-120","Medido","","169","169","18815","34071549","207407.91"
"AyA","2020","Diciembre","Alcantarillado","Empresarial","121 y mas","Medido","","657","657","245362","468509563","806313.58"
"AyA","2020","Diciembre","Alcantarillado","Empresarial"," ","Medido","","21","21","","768328","20.47"
"AyA","2020","Diciembre","Alcantarillado","Preferencial","0-15","Medido","","1050","1050","4332","1695757","1272076.68"
"AyA","2020","Diciembre","Alcantarillado","Preferencial","16-25","Medido","","193","193","3924","1934565","233819.81"
"AyA","2020","Diciembre","Alcantarillado","Preferencial","26-40","Medido","","203","203","6577","3931022","245934.82"
"AyA","2020","Diciembre","Alcantarillado","Preferencial","41-60","Medido","","109","109","5437","3599080","132053.67"
"AyA","2020","Diciembre","Alcantarillado","Preferencial","61-80","Medido","","78","78","5651","4012475","94497.12"
"AyA","2020","Diciembre","Alcantarillado","Preferencial","81-100","Medido","","43","43","3864","2852895","52094.57"
"AyA","2020","Diciembre","Alcantarillado","Preferencial","101-120","Medido","","41","41","4500","3413565","49671.57"
"AyA","2020","Diciembre","Alcantarillado","Preferencial","121 y mas","Medido","","153","153","178416","150066740","185359.74"
"AyA","2020","Diciembre","Alcantarillado","Preferencial"," ","Medido","","8","8","","319024","40.89"
"AyA","2020","Diciembre","Alcantarillado","Gobierno","0-15","Medido","","419","419","1826","2774774","505069.98"
"AyA","2020","Diciembre","Alcantarillado","Gobierno","16-25","Medido","","77","77","1534","2477883","92817.16"
"AyA","2020","Diciembre","Alcantarillado","Gobierno","26-40","Medido","","78","78","2505","4276215","94022.57"
"AyA","2020","Diciembre","Alcantarillado","Gobierno","41-60","Medido","","53","53","2649","4663998","63887.13"
"AyA","2020","Diciembre","Alcantarillado","Gobierno","61-80","Medido","","45","45","3146","5625447","54243.79"
"AyA","2020","Diciembre","Alcantarillado","Gobierno","81-100","Medido","","29","29","2601","4690422","34957.11"
"AyA","2020","Diciembre","Alcantarillado","Gobierno","101-120","Medido","","18","18","1983","3595761","21697.52"
"AyA","2020","Diciembre","Alcantarillado","Gobierno","121 y mas","Medido","","167","167","101651","195801664","201304.74"
"AyA","2020","Diciembre","Alcantarillado","Gobierno"," ","Medido","","","","","",""
"AyA","2020","Diciembre","Alcantarillado","Venta de Agua en Bloque","0-15","Medido","","","","","",""
"AyA","2020","Diciembre","Alcantarillado","Venta de Agua en Bloque","121 y mas","Medido","","","","","",""
"AyA","2020","Noviembre","Alcantarillado","Domiciliar","0-15","Medido","","129790","158932","1165604","457190747","190940926.97"
"AyA","2020","Noviembre","Alcantarillado","Domiciliar","16-25","Medido","","45656","50039","980270","472401635","60116861.58"
"AyA","2020","Noviembre","Alcantarillado","Domiciliar","26-40","Medido","","15591","16103","494604","297970895","19346146.45"
"AyA","2020","Noviembre","Alcantarillado","Domiciliar","41-60","Medido","","2624","2727","128919","92041024","3276218.18"
"AyA","2020","Noviembre","Alcantarillado","Domiciliar","61-80","Medido","","446","463","32171","29308451","556248.26"
"AyA","2020","Noviembre","Alcantarillado","Domiciliar","81-100","Medido","","166","176","16773","19257389","211446.42"
"AyA","2020","Noviembre","Alcantarillado","Domiciliar","101-120","Medido","","58","59","6645","8396738","70882.61"
"AyA","2020","Noviembre","Alcantarillado","Domiciliar","121 y mas","Medido","","139","152","43082","71754842","182612.82"
"AyA","2020","Noviembre","Alcantarillado","Domiciliar"," ","Medido","","653","739","","7227420","2856.9"
"AyA","2020","Noviembre","Alcantarillado","Empresarial","0-15","Medido","","20523","20529","84107","129113249","25216734.11"
"AyA","2020","Noviembre","Alcantarillado","Empresarial","16-25","Medido","","2588","2588","51337","82812610","3178961.85"
"AyA","2020","Noviembre","Alcantarillado","Empresarial","26-40","Medido","","1688","1688","53279","90780543","2073449.62"
"AyA","2020","Noviembre","Alcantarillado","Empresarial","41-60","Medido","","969","969","47122","82736029","1190268.17"
"AyA","2020","Noviembre","Alcantarillado","Empresarial","61-80","Medido","","466","466","32287","57534946","572409.67"
"AyA","2020","Noviembre","Alcantarillado","Empresarial","81-100","Medido","","268","268","24030","43110243","329196.98"
"AyA","2020","Noviembre","Alcantarillado","Empresarial","101-120","Medido","","173","173","19075","34529330","212504.02"
"AyA","2020","Noviembre","Alcantarillado","Empresarial","121 y mas","Medido","","683","683","246826","470988345","838960.95"
"AyA","2020","Noviembre","Alcantarillado","Empresarial"," ","Medido","","22","22","","803252","22.17"
"AyA","2020","Noviembre","Alcantarillado","Preferencial","0-15","Medido","","1056","1056","4198","1641418","1276454.46"
"AyA","2020","Noviembre","Alcantarillado","Preferencial","16-25","Medido","","219","219","4466","2200169","264719.25"
"AyA","2020","Noviembre","Alcantarillado","Preferencial","26-40","Medido","","176","176","5695","3415140","212742.41"
"AyA","2020","Noviembre","Alcantarillado","Preferencial","41-60","Medido","","133","133","6623","4389885","160765.57"
"AyA","2020","Noviembre","Alcantarillado","Preferencial","61-80","Medido","","66","66","4700","3321278","79778.4"
"AyA","2020","Noviembre","Alcantarillado","Preferencial","81-100","Medido","","58","58","5120","3780005","70108.29"
"AyA","2020","Noviembre","Alcantarillado","Preferencial","101-120","Medido","","41","41","4494","3408465","49559.31"
"AyA","2020","Noviembre","Alcantarillado","Preferencial","121 y mas","Medido","","160","160","160687","134962690","193402.19"
"AyA","2020","Noviembre","Alcantarillado","Preferencial"," ","Medido","","8","8","","319024","40.06"
"AyA","2020","Noviembre","Alcantarillado","Gobierno","0-15","Medido","","395","395","1658","2546307","477188.34"
"AyA","2020","Noviembre","Alcantarillado","Gobierno","16-25","Medido","","93","93","1869","3022938","112350.67"
"AyA","2020","Noviembre","Alcantarillado","Gobierno","26-40","Medido","","91","91","3004","5132880","109934.53"
"AyA","2020","Noviembre","Alcantarillado","Gobierno","41-60","Medido","","53","53","2590","4554435","64027.8"
"AyA","2020","Noviembre","Alcantarillado","Gobierno","61-80","Medido","","43","43","2996","5356527","51947.09"
"AyA","2020","Noviembre","Alcantarillado","Gobierno","81-100","Medido","","32","32","2833","5106801","38658.3"
"AyA","2020","Noviembre","Alcantarillado","Gobierno","101-120","Medido","","23","23","2538","4602321","27785.65"
"AyA","2020","Noviembre","Alcantarillado","Gobierno","121 y mas","Medido","","162","162","101733","196104117","195707.62"
"AyA","2020","Noviembre","Alcantarillado","Gobierno"," ","Medido","","","","","",""
"AyA","2020","Noviembre","Alcantarillado","Venta de Agua en Bloque","0-15","Medido","","","","","",""
"AyA","2020","Noviembre","Alcantarillado","Venta de Agua en Bloque","121 y mas","Medido","","","","","",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Domiciliar","0-15","Medido","","34041","34041","289414","4341209.65",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Domiciliar","16-25","Medido","","19412","19412","386016","5790239.81",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Domiciliar","26-40","Medido","","10330","10330","323629","4854434.48",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Domiciliar","41-60","Medido","","2775","2775","132868","1993020.22",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Domiciliar","61-80","Medido","","577","577","39506","592590",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Domiciliar","81-100","Medido","","178","178","15745","236175",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Domiciliar","101-120","Medido","","71","71","7625","114375",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Domiciliar","121 y mas","Medido","","110","110","39204","588050.17",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Domiciliar"," ","Fijo","","63","63","","24255",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Empresarial","0-15","Medido","","4421","4421","17874","268110.53",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Empresarial","16-25","Medido","","605","605","12164","182460",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Empresarial","26-40","Medido","","421","421","13392","200880",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Empresarial","41-60","Medido","","228","228","11293","169395",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Empresarial","61-80","Medido","","115","115","8152","122280",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Empresarial","81-100","Medido","","64","64","5710","85650",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Empresarial","101-120","Medido","","41","41","4507","67605",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Empresarial","121 y mas","Medido","","207","207","133949","2009234.87",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Empresarial"," ","Fijo","","3","3","","1155",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Preferencial","0-15","Medido","","272","272","968","14520",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Preferencial","16-25","Medido","","43","43","882","13230",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Preferencial","26-40","Medido","","32","32","1031","15465",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Preferencial","41-60","Medido","","16","16","771","11565",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Preferencial","61-80","Medido","","11","11","743","11145",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Preferencial","81-100","Medido","","7","7","636","9540",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Preferencial","101-120","Medido","","4","4","463","6945",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Preferencial","121 y mas","Medido","","34","34","16010","240150",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Preferencial"," ","Fijo","","","","","",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Gobierno","0-15","Medido","","122","122","455","6825",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Gobierno","16-25","Medido","","17","17","320","4800",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Gobierno","26-40","Medido","","14","14","433","6495",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Gobierno","41-60","Medido","","12","12","586","8790",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Gobierno","61-80","Medido","","6","6","387","5805",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Gobierno","81-100","Medido","","3","3","272","4080",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Gobierno","101-120","Medido","","1","1","111","1665",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Gobierno","121 y mas","Medido","","26","26","16086","241290",""
"ESPH","2020","Noviembre","Tarifa Hidrica","Gobierno"," ","Fijo","","1","1","","385",""
"ESPH","2020","Noviembre","Hidrantes","Domiciliar","0-15","Medido","","34041","34041","289414","7469775.17",""
"ESPH","2020","Noviembre","Hidrantes","Domiciliar","16-25","Medido","","19412","19412","386016","9963073.13",""
"ESPH","2020","Noviembre","Hidrantes","Domiciliar","26-40","Medido","","10330","10330","323629","8352864.81",""
"ESPH","2020","Noviembre","Hidrantes","Domiciliar","41-60","Medido","","2775","2775","132868","3429323.08",""
"ESPH","2020","Noviembre","Hidrantes","Domiciliar","61-80","Medido","","577","577","39506","1019649.86",""
"ESPH","2020","Noviembre","Hidrantes","Domiciliar","81-100","Medido","","178","178","15745","406378.45",""
"ESPH","2020","Noviembre","Hidrantes","Domiciliar","101-120","Medido","","71","71","7625","196801.25",""
"ESPH","2020","Noviembre","Hidrantes","Domiciliar","121 y mas","Medido","","110","110","39204","1011843.21",""
"ESPH","2020","Noviembre","Hidrantes","Domiciliar"," ","Fijo","","63","63","","38923.29",""
"ESPH","2020","Noviembre","Hidrantes","Empresarial","0-15","Medido","","4421","4421","17874","461327.94",""
"ESPH","2020","Noviembre","Hidrantes","Empresarial","16-25","Medido","","605","605","12164","313952.84",""
"ESPH","2020","Noviembre","Hidrantes","Empresarial","26-40","Medido","","421","421","13392","345647.52",""
"ESPH","2020","Noviembre","Hidrantes","Empresarial","41-60","Medido","","228","228","11293","291472.33",""
"ESPH","2020","Noviembre","Hidrantes","Empresarial","61-80","Medido","","115","115","8152","210403.12",""
"ESPH","2020","Noviembre","Hidrantes","Empresarial","81-100","Medido","","64","64","5710","147375.1",""
"ESPH","2020","Noviembre","Hidrantes","Empresarial","101-120","Medido","","41","41","4507","116325.67",""
"ESPH","2020","Noviembre","Hidrantes","Empresarial","121 y mas","Medido","","207","207","133949","3457223.69",""
"ESPH","2020","Noviembre","Hidrantes","Empresarial"," ","Fijo","","3","3","","1853.49",""
"ESPH","2020","Noviembre","Hidrantes","Preferencial","0-15","Medido","","272","272","968","24984.08",""
"ESPH","2020","Noviembre","Hidrantes","Preferencial","16-25","Medido","","43","43","882","22764.42",""
"ESPH","2020","Noviembre","Hidrantes","Preferencial","26-40","Medido","","32","32","1031","26610.11",""
"ESPH","2020","Noviembre","Hidrantes","Preferencial","41-60","Medido","","16","16","771","19899.51",""
"ESPH","2020","Noviembre","Hidrantes","Preferencial","61-80","Medido","","11","11","743","19176.83",""
"ESPH","2020","Noviembre","Hidrantes","Preferencial","81-100","Medido","","7","7","636","16415.16",""
"ESPH","2020","Noviembre","Hidrantes","Preferencial","101-120","Medido","","4","4","463","11950.03",""
"ESPH","2020","Noviembre","Hidrantes","Preferencial","121 y mas","Medido","","34","34","16010","413218.1",""
"ESPH","2020","Noviembre","Hidrantes","Preferencial"," ","Fijo","","","","","",""
"ESPH","2020","Noviembre","Hidrantes","Gobierno","0-15","Medido","","122","122","455","11743.55",""
"ESPH","2020","Noviembre","Hidrantes","Gobierno","16-25","Medido","","17","17","320","8259.2",""
"ESPH","2020","Noviembre","Hidrantes","Gobierno","26-40","Medido","","14","14","433","11175.73",""
"ESPH","2020","Noviembre","Hidrantes","Gobierno","41-60","Medido","","12","12","586","15124.66",""
"ESPH","2020","Noviembre","Hidrantes","Gobierno","61-80","Medido","","6","6","387","9988.47",""
"ESPH","2020","Noviembre","Hidrantes","Gobierno","81-100","Medido","","3","3","272","7020.32",""
"ESPH","2020","Noviembre","Hidrantes","Gobierno","101-120","Medido","","1","1","111","2864.91",""
"ESPH","2020","Noviembre","Hidrantes","Gobierno","121 y mas","Medido","","26","26","16086","415179.66",""
"ESPH","2020","Noviembre","Hidrantes","Gobierno"," ","Fijo","","1","1","","617.83",""
"ESPH","2020","Noviembre","Alcantarillado","Domiciliar","0-15","Medido","","10869","10869","92371","19765994.13","6602268.88"
"ESPH","2020","Noviembre","Alcantarillado","Domiciliar","16-25","Medido","","5609","5609","111080","27595877.19","3407132.78"
"ESPH","2020","Noviembre","Alcantarillado","Domiciliar","26-40","Medido","","2585","2585","80110","23554247.63","1570233.24"
"ESPH","2020","Noviembre","Alcantarillado","Domiciliar","41-60","Medido","","509","509","24109","8165404.5","309187.12"
"ESPH","2020","Noviembre","Alcantarillado","Domiciliar","61-80","Medido","","74","74","4990","2031064.46","44950.58"
